ADM3_PCODE,inhabitants_100m,inhabitants_inside5km_events,exposed_to_conflict_indicator,inhabitants_inside5km_VAC,inhabitants_inside5km_Battles,inhabitants_inside5km_Riots,inhabitants_inside5km_Protests,inhabitants_inside5km_ERV
ML040711,28687.165,3702.665323,0.129070451,3631.94573,3702.665323,3631.94573,3631.94573,3631.94573
ML040701,19595.2446,6834.349309,0.348775912,491.2369046,6834.349309,491.2369046,491.2369046,491.2369046
ML040703,25574.20096,3893.609088,0.152247536,3893.609088,3893.609088,3893.609088,3893.609088,3893.609088
ML040704,19430.58205,2355.390485,0.121220789,2355.390485,2355.390485,2355.390485,2355.390485,2355.390485
ML040708,9453.747202,3927.289325,0.415421445,0,3927.289325,29.70745945,29.70745945,29.70745945
ML040707,24487.47276,5488.14244,0.22412041,0,5488.14244,0,0,0
ML040705,14032.80264,303.3641949,0.021618219,303.3641949,303.3641949,303.3641949,303.3641949,303.3641949
ML040712,16304.75608,70.68567181,0.004335279,70.68567181,70.68567181,70.68567181,70.68567181,70.68567181
ML040702,18033.00991,0,0,0,0,0,0,0
ML040710,37426.84885,9787.404466,0.261507575,6204.260787,9787.404466,6843.34457,6843.34457,6843.34457
ML050111,12677.41707,6093.679541,0.48067201,5457.235909,6093.679541,5457.235909,5457.235909,5457.235909
ML050110,30389.57762,3590.236076,0.118140374,3590.236076,3590.236076,3590.236076,3590.236076,3590.236076
ML050106,5214.880199,3933.815646,0.754344395,3925.171701,3933.815646,3925.171701,3925.171701,3925.171701
ML050118,17181.58178,321.4811926,0.018710803,0,321.4811926,0,0,0
ML050114,4724.501445,2768.422616,0.585971377,178.8444448,2768.422616,178.8444448,178.8444448,178.8444448
ML050112,15496.55881,3173.115518,0.20476259,3173.115518,3173.115518,3173.115518,3173.115518,3173.115518
ML050109,2798.880495,0,0,0,0,0,0,0
ML050101,12178.72524,12178.72524,1,12178.72524,12178.72524,12178.72524,12178.72524,12178.72524
ML050120,27441.24193,25546.79416,0.930963483,21388.09496,25546.79416,21388.09496,21388.09496,21388.09496
ML050119,8077.5042,0,0,0,0,0,0,0
ML050117,33804.93192,27914.66334,0.825757124,25160.61116,27914.66334,25173.58789,25173.58789,25173.58789
ML050116,43040.27723,29792.67188,0.692204461,25627.31697,29792.67188,28228.2582,28228.2582,28228.2582
ML050115,25262.77818,18242.85215,0.722123751,10903.65945,18242.85215,16289.04725,16289.04725,17597.40388
ML050108,19912.56463,12123.74583,0.608849038,11862.88755,12123.74583,11869.91943,11869.91943,11869.91943
ML050102,19288.5513,17419.71066,0.903111405,11607.57164,17419.71066,14638.50376,14645.07589,16155.15651
ML050121,32073.57942,9266.972736,0.288928548,9257.135744,9266.972736,9266.972736,9266.972736,9266.972736
ML050113,6142.873062,2852.301177,0.464326895,2651.374266,2852.301177,2651.374266,2651.374266,2651.374266
ML050107,25212.2123,19062.61735,0.756086658,17209.77598,19062.61735,18574.51408,18574.51408,18574.51408
ML050104,11091.45655,8134.370726,0.733390668,7060.678866,8134.370726,8134.370726,8134.370726,8134.370726
ML050103,6662.187879,6319.549561,0.9485697,5540.507475,6319.549561,5540.507475,5540.507475,5540.507475
ML050105,14380.87748,1643.348912,0.114273202,1643.348912,1643.348912,1643.348912,1643.348912,1643.348912
ML050206,14327.51527,12601.1038,0.879503777,12598.74432,12601.1038,12598.74432,12598.74432,12598.74432
ML050209,25026.93859,9205.286843,0.367815137,6074.469047,9205.286843,6768.580892,6768.580892,6768.580892
ML050204,19859.09681,16421.77013,0.826914249,7272.363144,16421.77013,15761.39803,15774.61881,15774.61881
ML050207,17751.77461,10508.05185,0.59194374,10508.05185,10508.05185,10508.05185,10508.05185,10508.05185
ML050208,25990.83416,20080.1904,0.772587377,18318.27331,20080.1904,18318.27331,18318.27331,18318.27331
ML050210,47326.82462,38458.2748,0.812610504,32912.21471,38458.2748,34466.47016,34466.47016,34466.47016
ML050212,24317.79296,22690.35615,0.933076295,16377.20982,22690.35615,17717.35264,17717.35264,17717.35264
ML050202,49613.23091,25292.22546,0.509787913,22864.58751,25292.22546,22864.58751,22864.58751,22864.58751
ML050203,27339.01913,19983.83734,0.730963948,11098.43589,19983.83734,19454.48209,19454.48209,19454.48209
ML050211,13496.20399,1417.488089,0.10502865,1417.488089,1417.488089,1417.488089,1417.488089,1417.488089
ML050201,34578.63643,26366.84338,0.762518309,26085.01178,26366.84338,26085.01178,26085.01178,26085.01178
ML050205,14155.67939,9879.014271,0.697883443,2108.219244,9879.014271,6063.657375,6063.657375,6063.657375
ML050303,70803.47467,48602.70651,0.686445217,48602.70651,48602.70651,48602.70651,48602.70651,48602.70651
ML050308,55733.09626,14141.66061,0.253739009,11560.13445,14141.66061,11560.13445,11560.13445,11560.13445
ML050306,30102.73,21055.93526,0.699469293,12259.94302,21055.93526,13693.297,13693.297,20523.34318
ML050312,11242.27063,4483.814015,0.398835268,3912.009497,4483.814015,3912.009497,3912.009497,4483.814015
ML050311,12006.04782,6399.184616,0.532996762,6291.305848,6399.184616,6291.305848,6291.305848,6291.305848
ML050307,13840.15874,10371.73129,0.749393955,0,10371.73129,3599.766264,3599.766264,3599.766264
ML050302,2156.871727,1731.259984,0.802671741,1731.259984,1731.259984,1731.259984,1731.259984,1731.259984
ML050310,12347.64521,8877.656915,0.718975705,7191.430468,8877.656915,7191.430468,7191.430468,7191.430468
ML050301,13353.9236,34.0172987,0.002547364,0,34.0172987,0,0,0
ML050309,5098.332736,14.84803736,0.002912332,14.84803736,14.84803736,14.84803736,14.84803736,14.84803736
ML050305,17781.00781,17054.75276,0.959155574,9366.490716,17054.75276,13070.92255,13070.92255,17054.75276
ML050304,39291.3799,32053.57825,0.815791615,28638.38163,32053.57825,28656.0422,28656.0422,28772.3488
ML050410,7170.358823,4183.461978,0.583438302,4183.461978,4183.461978,4183.461978,4183.461978,4183.461978
ML050408,43655.38278,20361.61965,0.46641716,18591.04169,20361.61965,18591.04169,18591.04169,19716.00526
ML050404,10945.64967,9702.932361,0.886464728,9698.026207,9702.932361,9698.026207,9702.932361,9702.932361
ML050403,8085.146227,6386.691164,0.789928962,6158.168377,6386.691164,6380.018785,6380.018785,6386.691164
ML050402,33918.97955,12204.63651,0.359817325,9641.73146,12204.63651,10314.95891,10314.95891,10314.95891
ML050414,5788.129631,5544.582513,0.957923002,4528.200297,5544.582513,4528.200297,4528.200297,5544.582513
ML050412,14864.09534,5793.209557,0.389745183,5793.209557,5793.209557,5793.209557,5793.209557,5793.209557
ML050406,38172.87609,37868.99975,0.99203947,37315.47829,37868.99975,37868.99975,37868.99975,37868.99975
ML050415,9991.885885,159.3042295,0.01594336,159.3042295,159.3042295,159.3042295,159.3042295,159.3042295
ML050413,78813.14832,38804.58729,0.492361847,34450.97828,38804.58729,34520.97218,34520.97218,35435.58431
ML050411,5614.436313,2802.417815,0.499145,10.34297562,2802.417815,2164.887928,2164.887928,2802.417815
ML050409,34906.40503,19594.4725,0.561343183,12833.24395,19594.4725,15969.82846,15969.82846,17325.85835
ML050407,9966.373417,3774.014825,0.378674837,3721.333245,3774.014825,3721.333245,3721.333245,3774.014825
ML050405,43026.43412,7544.753369,0.175351584,1647.742388,7544.753369,7523.078481,7523.078481,7544.753369
ML050401,9019.526331,3935.007566,0.436276521,2939.904623,3935.007566,2939.904623,2939.904623,2961.426681
ML050508,23535.18949,7683.850372,0.326483472,7683.850372,7683.850372,7683.850372,7683.850372,7683.850372
ML050507,26249.46105,15475.07568,0.589538797,14616.05713,15475.07568,14616.05713,14616.05713,14616.05713
ML050515,24899.53058,8620.378549,0.346206469,8612.008944,8620.378549,8620.378549,8620.378549,8620.378549
ML050513,32926.90844,32718.18414,0.993660981,29571.39805,32718.18414,29571.39805,29571.39805,29571.39805
ML050512,83825.33082,57194.31718,0.682303507,41847.23116,57194.31718,49873.78467,49873.78467,49881.10027
ML050511,20545.66059,9514.902981,0.463110102,5995.711288,9514.902981,9514.902981,9514.902981,9514.902981
ML050510,20010.95809,16970.54947,0.848062816,15871.19962,16970.54947,15871.19962,15871.19962,15871.19962
ML050509,23543.93224,22856.72899,0.970811874,22856.72899,22856.72899,22856.72899,22856.72899,22856.72899
ML050506,36944.19664,21419.89845,0.579790614,19290.98439,21419.89845,19290.98439,19290.98439,19290.98439
ML050505,43028.88562,26767.25502,0.622076418,12939.11155,26767.25502,20494.89781,20494.89781,25193.6424
ML050504,13785.81626,11224.13018,0.814179586,10050.10131,11224.13018,11074.79223,11074.79223,11074.79223
ML050503,22332.4143,15359.18146,0.687752844,15346.33493,15359.18146,15346.33493,15346.33493,15346.33493
ML050516,17399.4893,9740.483642,0.559814341,9740.483642,9740.483642,9740.483642,9740.483642,9740.483642
ML050514,12967.15907,8273.406262,0.638027668,8273.406262,8273.406262,8273.406262,8273.406262,8273.406262
ML050502,14024.83839,11028.1024,0.786326522,6934.006554,11028.1024,6934.006554,6934.006554,6934.006554
ML050501,15164.43022,15164.43022,1,15145.89804,15164.43022,15145.89804,15145.89804,15145.89804
ML050609,157786.242,157786.242,1,157786.242,157786.242,157786.242,157786.242,157786.242
ML050612,6516.011163,0,0,0,0,0,0,0
ML050608,16493.06224,9025.273003,0.547216331,8047.111907,9025.273003,9025.273003,9025.273003,9025.273003
ML050605,44081.88407,26396.67968,0.598810152,20247.69443,26396.67968,20289.89951,20289.89951,20289.89951
ML050604,16894.86324,10288.21334,0.608955112,8423.588047,10288.21334,10288.21334,10288.21334,10288.21334
ML050603,40254.54491,14752.50189,0.366480404,11228.56016,14752.50189,11228.56016,11228.56016,14025.92375
ML050602,7838.458425,4748.062883,0.605739372,4748.062883,4748.062883,4748.062883,4748.062883,4748.062883
ML050601,1876.392001,1586.521278,0.845516969,99.70821667,1586.521278,1586.521278,1586.521278,1586.521278
ML050611,12300.11416,8057.681289,0.65508996,8057.681289,8057.681289,8057.681289,8057.681289,8057.681289
ML050615,22205.71357,7462.783084,0.336074905,4089.570567,7462.783084,5561.370931,5561.370931,5561.370931
ML050606,40067.90811,10638.95696,0.265523145,10638.95696,10638.95696,10638.95696,10638.95696,10638.95696
ML050610,3068.745084,1707.039501,0.556266309,1707.039501,1707.039501,1707.039501,1707.039501,1707.039501
ML050607,7496.282165,5936.431836,0.791916807,0,5936.431836,0,0,3251.675825
ML050614,49079.66664,38679.15261,0.788089147,37907.34825,38679.15261,38660.75419,38660.75419,38660.75419
ML050613,27483.18108,19973.39766,0.726749847,15233.64097,19973.39766,15270.12311,15270.12311,15270.12311
ML050708,14413.13338,14413.13338,1,14413.13338,14413.13338,14413.13338,14413.13338,14413.13338
ML050710,30624.95879,8695.934572,0.283949266,8695.934572,8695.934572,8695.934572,8695.934572,8695.934572
ML050701,15022.68941,13299.99987,0.885327487,11249.0182,13299.99987,11249.0182,11249.0182,12987.55311
ML050709,16114.40751,7625.774519,0.473227111,7625.774519,7625.774519,7625.774519,7625.774519,7625.774519
ML050707,12699.75769,8457.890162,0.66598831,6993.99041,8457.890162,6993.99041,6993.99041,6993.99041
ML050703,21956.62772,12180.38753,0.554747645,9368.044742,12180.38753,9368.044742,9368.044742,9368.044742
ML050702,19277.4924,6443.581502,0.334254133,4197.038291,6443.581502,4359.422417,4359.422417,5856.94723
ML050706,8669.324705,7174.727455,0.827599346,7174.727455,7174.727455,7174.727455,7174.727455,7174.727455
ML050705,9025.052322,3622.728828,0.401408069,3622.728828,3622.728828,3622.728828,3622.728828,3622.728828
ML050704,36579.27047,8383.655508,0.229191435,6586.021975,8383.655508,6586.021975,6586.021975,7188.677241
ML050806,24267.61004,7113.670998,0.293134387,7113.670998,7113.670998,7113.670998,7113.670998,7113.670998
ML050805,17915.07054,3944.064379,0.220153438,0,3944.064379,3838.732699,3838.732699,3838.732699
ML050801,10274.52735,7312.144673,0.711676988,7312.144673,7312.144673,7312.144673,7312.144673,7312.144673
ML050802,28745.24142,5395.302102,0.187693748,2812.367314,5395.302102,2812.367314,2812.367314,2812.367314
ML050807,27454.71643,18262.03354,0.665169265,11554.7751,18262.03354,18262.03354,18262.03354,18262.03354
ML050804,10183.95079,3998.412617,0.392619004,3998.412617,3998.412617,3998.412617,3998.412617,3998.412617
ML050803,8493.409427,2046.493807,0.240950801,2046.493807,2046.493807,2046.493807,2046.493807,2046.493807
ML060105,26800.69868,25500.83151,0.951498758,25500.83151,25500.83151,25500.83151,25500.83151,25500.83151
ML060104,20086.31137,2734.695274,0.136147211,2734.695274,2734.695274,2734.695274,2734.695274,2734.695274
ML060107,16774.48782,0,0,0,0,0,0,0
ML060108,4813.691615,0,0,0,0,0,0,0
ML060109,3486.013103,0,0,0,0,0,0,0
ML060110,20013.46211,0,0,0,0,0,0,0
ML060101,3084.858536,0,0,0,0,0,0,0
ML060103,11128.10268,0,0,0,0,0,0,0
ML060106,6006.643167,3284.549269,0.546819443,2279.767312,3284.549269,3284.549269,3284.549269,3284.549269
ML060113,3230.908348,0,0,0,0,0,0,0
ML060112,7418.000719,3225.057241,0.434760977,0,3225.057241,3225.057241,3225.057241,3225.057241
ML060102,5677.005263,8.777001858,0.001546062,8.777001858,8.777001858,8.777001858,8.777001858,8.777001858
ML060111,9058.706857,6367.867647,0.702955482,6367.867647,6367.867647,6367.867647,6367.867647,6367.867647
ML060204,22548.59867,8898.773739,0.394648637,5012.399702,8898.773739,8898.773739,8898.773739,8898.773739
ML060211,2689.693741,2185.025409,0.812369593,2185.025409,2185.025409,2185.025409,2185.025409,2185.025409
ML060209,3169.935891,497.6192065,0.156980842,482.1523567,497.6192065,482.1523567,482.1523567,482.1523567
ML060213,5568.147809,2478.909258,0.445194586,0,2478.909258,2478.909258,2478.909258,2478.909258
ML060214,24791.72664,4411.354039,0.177936539,3779.731205,4411.354039,3779.731205,3779.731205,3779.731205
ML060203,9765.311166,8075.470283,0.826954733,8075.470283,8075.470283,8075.470283,8075.470283,8075.470283
ML060206,12297.41055,4229.698102,0.343950305,4059.485496,4229.698102,4083.552919,4083.552919,4083.552919
ML060210,2306.536987,0,0,0,0,0,0,0
ML060212,4794.687658,355.0111574,0.074042604,0,355.0111574,0,0,355.0111574
ML060201,404.9779446,8.150105894,0.020124814,0,8.150105894,0,0,8.150105894
ML060205,2737.070621,309.971596,0.113249396,309.971596,309.971596,309.971596,309.971596,309.971596
ML060215,4000.657462,1096.224552,0.2740111,0,1096.224552,0,0,0
ML060208,15267.51668,14967.27606,0.980334679,14929.04672,14967.27606,14967.27606,14967.27606,14967.27606
ML060216,65314.69959,41237.44198,0.631365408,31085.07442,41237.44198,41237.44198,41237.44198,41237.44198
ML060202,4668.375257,11.54221106,0.002472426,0,11.54221106,0,0,11.54221106
ML060207,9832.000954,1453.12313,0.147795259,72.46205616,1453.12313,602.3179698,602.3179698,1453.12313
ML060301,24547.47875,4796.951675,0.195415249,17.13550997,4796.951675,4724.249106,4724.249106,4796.951675
ML060309,10905.8829,10087.17072,0.924929308,6608.009506,10087.17072,9573.016656,9573.016656,9573.016656
ML060302,14205.61702,9482.499514,0.667517609,9334.531578,9482.499514,9334.531578,9334.531578,9334.531578
ML060308,39643.65636,26604.89564,0.671100955,25104.51467,26604.89564,25104.51467,25104.51467,25104.51467
ML060303,53305.38656,19488.78198,0.365606241,17128.24773,19488.78198,17600.7492,17600.7492,18373.15454
ML060304,20619.66112,8470.060129,0.410775913,1549.394337,8470.060129,7874.147963,7874.147963,7874.147963
ML060306,2650.192543,354.5269808,0.133774047,340.8804847,354.5269808,340.8804847,340.8804847,340.8804847
ML060307,8556.617487,898.0745986,0.104956731,778.2536179,898.0745986,778.2536179,778.2536179,898.0745986
ML060305,7240.255132,826.3640884,0.114134664,0,826.3640884,555.9172805,555.9172805,555.9172805
ML060402,13030.68646,5565.575153,0.427112967,5565.575153,5565.575153,5565.575153,5565.575153,5565.575153
ML060404,16343.38485,595.0261222,0.036407765,3.470607519,595.0261222,3.470607519,3.470607519,3.470607519
ML060405,24089.77415,18017.86105,0.74794645,17529.44699,18017.86105,17529.44699,17529.44699,17529.44699
ML060406,32988.51057,6130.746838,0.185844912,9.999833584,6130.746838,9.999833584,9.999833584,6130.746838
ML060403,37482.27269,15708.29769,0.419086052,14266.61315,15708.29769,14266.61315,14266.61315,15600.06038
ML060407,50105.26263,20167.97315,0.402512073,19484.54149,20167.97315,20167.97315,20167.97315,20167.97315
ML060408,27282.23438,11976.92408,0.43900085,9686.421175,11976.92408,11933.26868,11933.26868,11976.92408
ML060401,24136.33071,1816.699671,0.075268262,1436.815645,1816.699671,1816.699671,1816.699671,1816.699671
ML060503,14047.05831,3882.016519,0.27635797,0,3882.016519,0,0,0
ML060502,39770.83016,25101.00186,0.631141009,23560.5633,25101.00186,24029.30334,24029.30334,24029.30334
ML060501,19345.29994,14004.09841,0.72390185,9208.838408,14004.09841,9866.186404,13852.7171,13896.76688
ML060505,55148.99773,2919.511703,0.052938618,0,2919.511703,0,0,242.5303535
ML060506,87359.46163,87359.46163,1,84497.59507,87359.46163,84497.59507,87359.46163,87359.46163
ML060504,6959.530399,1366.904495,0.196407576,0,1366.904495,1366.904495,1366.904495,1366.904495
ML070101,37903.43507,33873.08978,0.893668073,31932.52461,33873.08978,33873.08978,33873.08978,33873.08978
ML070105,19350.1854,7646.764056,0.395177819,4888.339498,7646.764056,4888.339498,4888.339498,5945.22586
ML070106,28327.67383,9238.580688,0.326132698,7456.559176,9238.580688,7456.559176,7456.559176,8313.922253
ML070103,23694.90031,15764.7359,0.665321892,15189.05682,15764.7359,15396.88604,15396.88604,15428.58997
ML070107,24919.17238,9237.24889,0.37068843,6259.882075,9237.24889,7378.777186,7378.777186,8386.641494
ML070102,20703.1081,13246.07002,0.639810697,8405.225066,13246.07002,13246.07002,13246.07002,13246.07002
ML070104,38742.07962,24480.50134,0.631884028,23847.65508,24480.50134,23847.65508,23847.65508,24066.20075
ML070205,26380.61511,8372.787914,0.317384105,8270.590192,8372.787914,8372.787914,8372.787914,8372.787914
ML070202,30259.19749,17782.65412,0.587677652,12487.80025,17782.65412,16153.02212,16153.02212,16299.36135
ML070204,42664.89222,5706.715167,0.133756699,3022.448922,5706.715167,3056.752223,3056.752223,3056.752223
ML070201,33572.00348,11184.81563,0.333159016,4272.697895,11184.81563,11184.81563,11184.81563,11184.81563
ML070203,22645.06175,4958.577679,0.218969492,0,4958.577679,4958.577679,4958.577679,4958.577679
ML070305,43000.63715,9879.825268,0.229759974,8204.971122,9879.825268,8204.971122,8204.971122,8267.414925
ML070302,30435.85227,22264.91126,0.731535659,17069.84265,22264.91126,20944.84467,20944.84467,22264.91126
ML070301,34077.05286,6990.79275,0.205146636,5585.789015,6990.79275,5585.789015,5585.789015,5759.083151
ML070303,124211.2271,124211.2271,1,124211.2271,124211.2271,124211.2271,124211.2271,124211.2271
ML070306,66187.14189,16048.95201,0.242478396,11027.08302,16048.95201,12182.46975,12182.46975,16021.34517
ML070307,50442.62956,804.9904804,0.015958535,804.9904804,804.9904804,804.9904804,804.9904804,804.9904804
ML070304,32472.92589,30343.33933,0.934419628,28064.79449,30343.33933,28064.79449,28064.79449,30343.33933
